airport_code,total_departure,average_departure_delay,average_departure_taxi,average_departure_cancelled,averge_departure_distance,total_departure_lg10,total_arrival,average_arrival_delay,average_arrival_taxi,average_arrival_diverted,averge_arrival_distance,total_arrival_lg10
AMA,5366,6.519946808510638,13.230286908607258,0.019381289601192696,400.85780842340665,3.7296506683359203,5367,7.078692263828169,4.5076864680204975,0.001490590646543693,400.8952860070803,3.7297315952870354
ANC,18411,-0.16420845624385447,14.018083479020978,0.007006680788658954,1249.1555591765791,4.265077378003594,18397,-2.919175824175824,4.323435784851811,0.0010871337718106214,1256.6351579061804,4.264747008353527
APN,622,12.521381578947368,17.008223684210527,0.022508038585209004,144.14308681672026,2.7937903846908188,622,0.4050420168067227,5.10016694490818,0.008038585209003215,144.28456591639872,2.7937903846908188
ART,25,36.333333333333336,15.833333333333334,0.04,287.0,1.3979400086720377,26,9.0,4.68,0.0,287.0,1.414973347970818
ASE,6854,14.43520973023546,17.82940533791166,0.06521739130434782,536.0018967026554,3.835944100093848,6861,11.16426193118757,3.859426422190879,0.038915609969392216,535.7007724821455,3.836387419326411
ATL,390046,9.601254702550746,16.952014161447728,0.006522307625254457,646.8699102157182,5.591115828483159,390079,2.913905639379901,8.718965668536978,0.0019278146221662791,646.9670400098441,5.591152570589645
ATW,4188,7.7627489072365226,17.786250302590172,0.013610315186246419,427.0241165234002,3.622006673006805,4189,3.6710366593833457,4.968795355587808,0.0023872045834328003,426.94509429458105,3.6221103603612197
AUS,63262,9.462007437317459,13.635452412494214,0.009674053934431413,922.733536720306,4.801142917823675,63261,4.036635071847578,6.624790646483659,0.0022920914939694283,922.909122524146,4.80113605275595
AVL,7694,11.794160778562858,17.42845734060961,0.023654795944892122,301.7531842994541,3.8861521819707967,7700,9.677544469707101,5.027091633466135,0.005584415584415584,301.79987012987016,3.886490725172482
AVP,3356,10.57173645320197,15.996925914540425,0.03069129916567342,472.7258641239571,3.5258219521566625,3357,6.801848998459168,4.434835939895738,0.004468275245755138,472.70390229371463,3.5259513412480126
AZA,5251,8.594594594594595,12.321257427640406,0.006855836983431727,1023.166063606932,3.720242018287057,5260,11.075978511128167,5.804527143679263,0.00019011406844106463,1023.2992395437262,3.7209857441537393
AZO,2805,5.988632196552989,18.552496328928047,0.028877005347593583,179.95258467023172,3.4479328655921804,2806,5.40683572216097,3.7635630498533725,0.003920171062009979,180.04027084818247,3.448087666692341
BDL,28316,8.268254771544246,13.441331694621168,0.023025851108913687,815.9098742760277,4.452031903656812,28314,6.872575976845152,5.357086130965273,0.001589319771137953,815.9172847354665,4.452001227726593
BET,837,-4.588888888888889,8.78888888888889,0.03225806451612903,399.0,2.92272545799326,837,-4.774752475247524,3.686806411837238,0.0035842293906810036,399.0,2.92272545799326
BFF,573,0.3631578947368421,16.612280701754386,0.005235602094240838,150.0,2.75815462196739,573,-1.718804920913884,4.0017543859649125,0.0017452006980802793,150.0,2.75815462196739
BFL,2324,5.6305953933072574,16.67362016514559,0.009896729776247849,505.5989672977625,3.366236123718293,2324,5.209019947961838,4.733420026007803,0.0004302925989672978,505.5989672977625,3.366236123718293
BGM,920,11.42024202420242,18.0979097909791,0.011956521739130435,378.0,2.963787827345555,920,4.847345132743363,4.0,0.007608695652173913,378.0,2.963787827345555
BGR,4090,10.713369258403901,17.511883465371838,0.04327628361858191,532.6364303178484,3.611723308007342,4088,4.472886147519918,5.103050499871828,0.0007338551859099804,532.5134540117417,3.611510887126656
BHM,18297,9.545677089128741,14.797919100873532,0.017707820954254796,511.4673990271629,4.262379888077364,18295,7.1820511392123,3.6596276743539873,0.0023503689532659196,510.1398742825909,4.262332413822627
BIL,4152,4.935819811092274,13.948413659481714,0.005539499036608863,600.9513487475915,3.6182573448404014,4150,1.0588235294117647,3.9840193704600484,0.004096385542168675,601.0397590361446,3.6180480967120925
BIS,3667,8.267995570321151,16.573802270839103,0.01527133896918462,580.877556585765,3.5643109099606027,3665,3.481636060100167,5.260809312638581,0.0043656207366985,587.4283765347885,3.564073978977147
BJI,740,5.359565807327002,17.93080054274084,0.004054054054054054,199.0,2.8692317197309762,740,-0.8961748633879781,4.681632653061224,0.004054054054054054,199.0,2.8692317197309762
BKG,71,17.536231884057973,9.478260869565217,0.028169014084507043,665.0,1.8512583487190752,71,19.246376811594203,6.942028985507246,0.0,665.0,1.8512583487190752
BLI,2225,2.363224637681159,13.574728260869565,0.007640449438202248,873.645393258427,3.3473300153169503,2225,0.5346938775510204,5.86102308736985,0.0017977528089887641,881.6188764044944,3.3473300153169503
BLV,1019,21.368941641938676,11.461918892185954,0.007850834151128557,881.9528949950932,3.0081741840064264,1018,8.993069306930693,6.37314906219151,0.0029469548133595285,881.9931237721022,3.00774777800074
BMI,3173,11.348731294729994,14.957819597663855,0.028679483138985187,464.2858493539237,3.501470072100412,3172,8.4345703125,4.050469103849887,0.0034678436317780582,464.3139974779319,3.501333178645566
BNA,74263,11.121594838780224,14.00429049668648,0.014556373968194121,702.5277998464916,4.870772489424601,74261,4.48166630208903,6.404755401382098,0.0010638154616824443,701.8697028049717,4.870760793147046
BOI,19191,6.061626994506931,14.660282574568289,0.0043249439841592414,620.4156635923089,4.283097605437225,19189,2.4754450261780105,3.9960246887749764,0.0010422637969670124,620.1697847725259,4.283052342854391
BOS,148191,12.468544457767027,20.068025325925824,0.02593949700049261,990.5584752110452,5.170821828683622,148180,8.671116631164091,8.073169210728713,0.000992036712106897,990.7875421784316,5.170789590446391
BPT,851,6.263736263736264,14.745721271393643,0.038777908343125736,270.0,2.929929560084588,851,4.152625152625153,3.919512195121951,0.0023501762632197414,270.0,2.929929560084588
BQK,1038,2.983067729083665,18.268482490272373,0.009633911368015413,238.0,3.016197353512439,1038,2.8465346534653464,3.6264591439688716,0.004816955684007707,238.0,3.016197353512439
BQN,1960,15.657569515962924,11.757466529351184,0.009183673469387756,1255.9734693877551,3.292256071356476,1965,14.286742034943474,7.101642710472279,0.0015267175572519084,1255.8076335877863,3.2933625547114453
BRD,637,7.84185303514377,18.642172523961662,0.01726844583987441,114.0,2.8041394323353503,637,7.3083067092651754,4.5111821086261985,0.0,114.0,2.8041394323353503
BRO,2607,6.041567695961995,13.544338875692794,0.031070195627157654,391.8158803222094,3.416141031168329,2610,5.7104323681078935,4.76810447170558,0.005747126436781609,391.61992337164753,3.416640507338281
BRW,727,-6.831932773109243,7.438375350140056,0.017881705639614855,613.8473177441541,2.8615344108590377,727,-10.609859154929577,3.992957746478873,0.013755158184319119,204.0,2.8615344108590377
BTM,677,0.75,14.729289940828401,0.0014771048744460858,358.0,2.8305886686851442,677,-8.8095952023988,3.5133136094674557,0.013293943870014771,358.0,2.8305886686851442
BTR,7576,10.53876125218326,14.84579251107234,0.01649947201689546,406.02151531151003,3.879439965995217,7579,6.593060785368477,4.271009248090069,0.002638870563398865,405.9780973743238,3.879611907065851
BTV,9727,11.621467712474482,18.23790667808219,0.039477742366608407,459.2354271615092,3.987978915875482,9729,7.006856653096207,4.946892294593444,0.003083564600678384,459.1085414739439,3.9880682033926353
BUF,26248,9.55093009594674,14.57297001446499,0.02556385248399878,564.4158412069492,4.419096217377991,26250,6.455516431924883,4.474844853830842,0.001561904761904762,564.4193142857143,4.419129307741976
BUR,26583,9.518905472636815,13.545906846798577,0.017116202084038672,469.17086107662794,4.424603991276581,26587,5.310096522138808,2.802371843917368,0.002031067815097604,469.18178056945123,4.424669335565875
BWI,106739,11.35408985126943,14.43267158904818,0.02173526077628608,806.9129090585446,5.028323129734982,106736,3.3282194730416896,5.415826965667335,0.0028668865237595565,806.93165380003,5.028310923308508
BZN,5841,8.539996559435748,16.22367515485203,0.004964903269988016,804.4358842663927,3.766487206239694,5843,0.8670700086430424,5.314005505849965,0.005305493753208968,804.2387472188944,3.7666358863102674
CAE,6817,8.521150082793918,15.23553284232677,0.0240575033005721,340.73126008508143,3.8335932939984563,6818,5.220099292914097,4.495723930982746,0.0022000586682311527,340.6880316808448,3.833656996892872
CAK,7510,13.834633812457222,17.19923319183897,0.027696404793608524,416.86631158455396,3.8756399370041685,7510,13.740123881624227,5.745084559329025,0.0010652463382157123,416.9810918774967,3.8756399370041685
CDC,622,-0.500805152979066,16.834138486312398,0.001607717041800643,221.0,2.7937903846908188,623,4.833333333333333,3.4106280193236715,0.006420545746388443,221.0,2.7944880466591697
CDV,722,-6.483240223463687,9.44413407821229,0.008310249307479225,186.5,2.858537197569639,722,0.7859154929577464,3.7542134831460676,0.006925207756232687,186.5,2.858537197569639
CGI,625,10.20066334991708,20.40464344941957,0.0352,273.4784,2.7958800173440754,625,0.7320819112627986,4.910016977928692,0.008,273.4784,2.7958800173440754
CHA,8511,11.96929143266818,16.89212758332338,0.016566795911173774,329.3051345317824,3.9299805905155147,8515,9.983809066922523,5.464076509264793,0.0021139166177334117,329.52847915443334,3.9301846522986197
CHO,5574,13.628028326500186,16.633283693224126,0.036239684248295656,360.9219590958019,3.7461669643772852,5576,8.32778297474275,4.164684014869889,0.0068149210903873745,360.9076398852224,3.746322765089953
CHS,23941,9.332827143353002,14.880999913201979,0.03755064533645211,541.0172925107556,4.379142286647321,23946,3.851432782763255,6.098550097381519,0.0014198613547147748,541.0000835212562,4.379232978167667
CID,9232,8.831325301204819,15.883425414364641,0.019714038128249567,501.1151429809359,3.9652957958116564,9231,4.7309481612760305,6.266357718194858,0.0034665800021666123,500.9957751056224,3.965248750967121
CIU,673,8.96206373292868,21.949924127465856,0.022288261515601784,365.445765230312,2.828015064223977,673,2.2042682926829267,4.571212121212121,0.007429420505200594,365.445765230312,2.828015064223977
CKB,807,18.586294416243653,17.305837563451778,0.023543990086741014,361.3271375464684,2.90687353472207,807,17.769620253164558,4.198482932996208,0.0012391573729863693,361.3271375464684,2.90687353472207
CLE,48385,9.001668461847135,15.76367587181705,0.020398883951637903,648.9983879301436,4.684710745386093,48389,5.526993048365626,7.052390791027155,0.001653268304780012,649.9315340263283,4.684746647135088
CLL,2312,9.97875166002656,11.138999557326251,0.022923875432525952,128.65397923875432,3.3639878297484915,2314,7.737378210806023,4.578366445916115,0.003457216940363008,128.81114952463267,3.3643633546157306
CLT,233317,10.745946041014458,20.219262862949165,0.02588324039825645,553.3273957748471,5.36794638361679,233309,3.032944142231657,12.292681958360356,0.0023145270863961526,553.7202593984802,5.367931492222588
CMH,45805,10.062830142420934,14.975013930680932,0.020630935487392206,608.8167885602008,4.660912887477406,45808,5.025560958201365,5.911555080404472,0.0013753056234718827,608.7954069158226,4.660941330677524
CMI,2368,6.395440596229724,13.087357330992099,0.03885135135135135,295.9695945945946,3.374381698050882,2369,7.907807675341862,4.552920509442249,0.006753904601097509,296.535246939637,3.374565060722765
CMX,725,22.574529667149058,18.45072463768116,0.04827586206896552,360.0,2.8603380065709936,728,22.986784140969164,4.587463556851312,0.01098901098901099,359.760989010989,2.862131379313037
CNY,420,3.2685851318944845,16.77937649880096,0.007142857142857143,283.0,2.6232492903979003,420,4.038461538461538,4.892086330935252,0.002380952380952381,283.0,2.6232492903979003
COD,822,7.406403940886699,18.76231527093596,0.012165450121654502,350.4963503649635,2.9148718175400505,824,3.1021170610211706,4.220172201722018,0.02063106796116505,350.0764563106796,2.9159272116971158
COS,10338,12.67238674249853,19.6518540317834,0.013929193267556587,624.1382278970788,4.0144365278316725,10335,10.427994881385963,7.271594032194739,0.003096274794388002,615.2686985970005,4.0143104809633074
COU,2225,12.119409866297833,16.39760147601476,0.025617977528089888,438.4211235955056,3.3473300153169503,2224,10.778495616059068,3.938220378054403,0.0008992805755395684,438.31654676258995,3.34713478291002
CPR,985,-0.18839103869653767,15.292260692464358,0.003045685279187817,294.88426395939086,2.9934362304976116,985,-5.045965270684372,4.199186991869919,0.005076142131979695,295.0365482233503,2.9934362304976116
CRP,5562,6.166482096714655,12.850332594235033,0.02696871628910464,259.2047824523553,3.7452309845281406,5561,8.074566260612773,4.35959409594096,0.0003596475454055026,259.20086315410896,3.7451528950769
CRW,4632,12.568181818181818,15.051812319323993,0.029145077720207253,343.3894645941278,3.66576855071938,4630,8.470006740058414,3.5878288007133303,0.0064794816414686825,343.1652267818574,3.6655809910179533
CSG,1277,11.931891025641026,16.98178939034046,0.01096319498825372,83.0,3.1061908972634154,1277,6.896999188969992,3.319620253164557,0.010180109631949883,83.0,3.1061908972634154
CVG,49594,10.207208323012138,15.949627862987787,0.01935718030406904,633.3873452433762,4.6954291376895725,49590,5.758268933539413,6.0119541551986195,0.001008267795926598,634.6237951199839,4.69539410829111
CWA,2853,5.140274765003615,16.811015118790497,0.026288117770767613,234.64107956536978,3.4553017716570764,2854,2.5108616944243303,3.8916008614501076,0.002102312543798178,234.6334968465312,3.4554539687786283
CYS,58,5.350877192982456,16.12280701754386,0.017241379310344827,713.0,1.7634279935629373,58,-0.40350877192982454,3.7017543859649122,0.0,713.0,1.7634279935629373
DAB,3548,8.526601830663616,14.685174585002862,0.015219842164599774,440.1333145434047,3.5499836111596887,3548,6.190667048382479,3.910908052541405,0.002818489289740699,440.1333145434047,3.5499836111596887
DAL,70995,14.257588960473123,12.362970053720424,0.014212268469610536,731.624593281217,4.851227763523675,71003,4.848244555536402,5.1803977679210185,0.004802613974057434,731.6043265777503,4.851276698802467
DAY,14076,11.320435927442949,15.629106607155922,0.029340721795964763,459.122406933788,4.148479258163154,14074,8.867401690554942,5.236481033091202,0.0017763251385533609,457.37288617308513,4.148417546691377
DBQ,1009,5.947807933194155,15.260188087774294,0.05153617443012884,147.0,3.0038911662369103,1009,6.598540145985401,4.552549427679501,0.003964321110009911,147.0,3.0038911662369103
DCA,132517,10.21892838558858,19.429574016647624,0.02914343065418022,641.2327625889509,5.122271595500042,132518,5.051844396592079,6.730245210430187,0.004331487043269594,641.2256976410752,5.122274872761399
DEN,235989,10.37517697228145,17.12659896182112,0.006758789604600215,894.8748670488878,5.372891759958927,236020,3.1323973591647354,8.373806543665017,0.002961613422591306,893.3131344801288,5.372948806027788
DFW,279298,12.101526027077497,18.678155256540794,0.019208873676145193,784.1159156170112,5.446067825811733,279272,6.313123741493599,12.141215286922424,0.004504569022315163,784.0063808759919,5.446027395224563
DHN,1374,11.275988286969254,20.58199121522694,0.005822416302765648,170.0,3.137986732723532,1374,8.192815249266863,3.8140556368960468,0.001455604075691412,170.0,3.137986732723532
DLG,84,-0.037037037037037035,9.37037037037037,0.03571428571428571,329.0,1.9242792860618816,84,-4.382716049382716,4.666666666666667,0.0,329.0,1.9242792860618816
DLH,2798,10.502913328477787,19.58230152949745,0.018942101501072194,250.6072194424589,3.446847710155809,2798,7.611029948867786,5.391478514202476,0.0035739814152966403,250.6072194424589,3.446847710155809
DRO,3125,8.564094179202092,16.225384363755314,0.02176,414.8304,3.494850021680094,3125,6.236315961979678,4.854105332024861,0.00224,414.8304,3.494850021680094
DRT,114,6.725663716814159,16.787610619469028,0.008771929824561403,335.0,2.0569048513364727,115,-11.415929203539823,4.831858407079646,0.008695652173913044,335.0,2.060697840353612
DSM,15576,8.21031694274162,15.287024986985944,0.013418079096045197,638.1654468412943,4.1924559385119755,15577,5.301105514489436,5.596731132382627,0.0028246774090004492,635.3589908197985,4.192483819902663
DTW,157518,8.493276106888377,19.052804645885814,0.009732221079495677,653.9767836056832,5.197330188944701,157488,1.822873557309205,8.356745319312644,0.0011937417454028244,653.7393896677842,5.197247467761635
DVL,626,15.945,20.248333333333335,0.04153354632587859,317.05750798722045,2.7965743332104296,627,0.7634228187919463,5.471476510067114,0.004784688995215311,83.0,2.7972675408307164
EAR,200,-7.884422110552764,18.618090452261306,0.005,305.0,2.3010299956639813,200,-4.7272727272727275,4.236180904522613,0.005,305.0,2.3010299956639813
EAU,720,11.502152080344333,18.127690100430417,0.03194444444444444,269.0,2.8573324964312685,720,9.538239538239539,3.9583931133428982,0.005555555555555556,269.0,2.8573324964312685
ECP,5537,9.87890044576523,12.683076351476872,0.02799349828426946,442.28264403106374,3.7432745235119333,5539,13.03929236499069,3.5043655953929034,0.003430222061743997,442.28073659505327,3.7434313651466837
EGE,2154,21.951766953199616,18.377809660449547,0.02924791086350975,780.5687093779015,3.3332456989619628,2153,11.993217054263566,6.7503579952267305,0.021365536460752437,779.9874593590339,3.3330440298234874
EKO,647,-0.6220839813374806,13.477449455676517,0.0061823802163833074,200.0,2.8109042806687006,647,-6.31924882629108,4.318322981366459,0.0077279752704791345,200.0,2.8109042806687006
ELM,333,13.900602409638553,13.882530120481928,0.003003003003003003,920.4024024024025,2.5224442335063197,333,-4.884146341463414,5.518072289156627,0.012012012012012012,919.2462462462463,2.5224442335063197
ELP,16982,10.0180249851279,13.704527875290058,0.010363914733246967,629.4959957602167,4.229988836544811,16982,7.4224194413008515,3.7448706512042818,0.0015899187374867508,629.4175597691674,4.229988836544811
ERI,1015,9.216055500495541,20.434093161546084,0.005911330049261084,165.64137931034483,3.0064660422492318,1014,5.74402390438247,3.6259920634920637,0.0039447731755424065,165.6153846153846,3.0060379549973173
ESC,625,11.760195758564437,15.3442088091354,0.0192,305.584,2.7958800173440754,624,2.6217105263157894,4.5245098039215685,0.008012820512820512,306.0,2.795184589682424
EUG,4103,11.410727406318884,14.762861342479177,0.00511820619059225,698.6383134291981,3.6131015169669127,4098,3.996559351191939,4.517055214723927,0.0019521717911176184,698.7981942410933,3.612571954065176
EVV,4618,9.682408236347358,18.01640798226164,0.02338674750974448,399.7572542226072,3.6644539285811577,4618,6.090563506261181,4.4731707317073175,0.0017323516673884798,399.7572542226072,3.6644539285811577
EWN,2187,8.999033349444176,14.038072289156627,0.051211705532693184,290.01874714220395,3.339848783037637,2185,9.969417475728156,3.5842155919153034,0.005491990846681922,290.0819221967963,3.3394514413064407
EWR,143875,14.881203676465313,23.50432671937724,0.03218071242397915,1052.53464465682,5.157985336637848,143863,16.652241346972342,9.466271253459865,0.003468577744103765,1053.4446869591209,5.157949112477078
EYW,4756,7.12473392933163,11.498935717326521,0.012195121951219513,593.4041211101767,3.677241845946654,4757,1.6258256978478585,4.649458253664754,0.00294303132226193,593.4809754046668,3.677333151419902
FAI,4456,-2.4955872369314323,13.099366229062925,0.008527827648114902,876.4331238779174,3.6489451821656727,4456,-1.5925339366515836,3.581731856206195,0.0011220825852782765,890.9735188509875,3.6489451821656727
FAR,5752,8.78739599929191,18.011331444759207,0.01808066759388039,532.7736439499305,3.7598188773748262,5745,3.3634107427761037,5.408069368253407,0.0012184508268059183,533.0485639686684,3.759290033024304
FAT,11124,10.240633484162895,15.629368097048705,0.007011866235167206,495.3099604458828,4.046260980192122,11124,4.7039080875701105,5.344032549728753,0.0005393743257820927,498.9319489392305,4.046260980192122
FAY,3898,11.991164658634538,16.35904255319149,0.03540277065161621,210.62057465366854,3.5908418347816027,3898,6.7278565694407275,4.375862068965517,0.0048742945100051305,210.62057465366854,3.5908418347816027
FCA,2377,5.995358649789029,16.421274799493457,0.0033655868742111907,778.7694572991165,3.3760291817281805,2376,1.3059669911129919,4.19873417721519,0.002946127946127946,778.7807239057239,3.375846436309156
FLG,1190,4.914875322441961,19.443201376936315,0.023529411764705882,129.9294117647059,3.0755469613925306,1190,4.176571920757968,3.902837489251935,0.0016806722689075631,129.9294117647059,3.0755469613925306
FLL,97513,12.36848809992336,17.118464805510953,0.01008070718775958,1022.6432885871627,4.989062517769405,97512,6.345574172625977,6.381643463567852,0.0026868487980966447,1022.713286569858,4.9890580640380175
FLO,170,12.470238095238095,14.389221556886227,0.01764705882352941,99.0,2.230448921378274,170,10.785714285714286,5.130952380952381,0.0,99.0,2.230448921378274
FNT,4160,8.876813375952791,14.674110429447852,0.020673076923076922,502.1704326923077,3.6190933306267428,4158,4.4891142998515585,4.7329894374846475,0.005291005291005291,502.24074074074076,3.6188844849954505
FSD,6359,12.534610431423053,18.90252940228774,0.02406038685327882,535.2781883944016,3.8033888249836134,6356,7.84271120479974,5.560869565217391,0.007866582756450597,535.4891441157961,3.803183888535342
FSM,2051,9.123199205166419,14.990570719602978,0.017552413456850317,344.0472940029254,3.3119656603683665,2051,8.797310756972111,3.8348214285714284,0.0029254022428083864,344.0472940029254,3.3119656603683665
FWA,7081,11.613808909898296,18.02106017191977,0.014263522101398108,415.6256178505861,3.8500945943867007,7080,9.929074953244138,5.814517285898723,0.003389830508474576,415.3382768361582,3.850033257689769
GCC,833,3.8284671532846715,18.40389294403893,0.013205282112845138,313.0,2.9206450014067875,833,4.657351154313488,5.506067961165049,0.0012004801920768306,313.0,2.9206450014067875
GCK,731,6.434229137199434,12.517680339462517,0.03283173734610123,404.0,2.8639173769578603,731,0.09815078236130868,4.2358757062146895,0.009575923392612859,404.0,2.8639173769578603
GEG,12348,4.7549011632636455,14.444064762834595,0.004697116942014901,702.5404923874312,4.091596620810058,12351,2.523580679319052,3.937621990891347,0.0017812322888834911,702.6945186624565,4.091702121717148
GFK,2106,4.671822136297728,18.780240963855423,0.014719848053181387,384.5811965811966,3.3234583668494677,2108,0.457405614714424,4.451566265060241,0.006166982922201139,384.33918406072104,3.323870606540509
GGG,803,5.024547803617571,13.713178294573643,0.0361145703611457,140.0,2.904715545278681,803,5.587628865979381,4.571428571428571,0.0012453300124533001,140.0,2.904715545278681
GJT,3750,1.7983870967741935,15.65599784830554,0.008533333333333334,418.60293333333334,3.574031267727719,3725,-1.3797195253505934,3.8683005655803933,0.0013422818791946308,418.32939597315436,3.5711262770843115
GNV,4492,10.416325602546612,13.624773550724637,0.016918967052537846,327.93276936776493,3.6524397475894204,4492,6.126648476580264,4.033401038140375,0.002003561887800534,327.93143365983974,3.6524397475894204
GPT,4230,7.155641087322588,13.823034383265208,0.016784869976359338,430.9274231678487,3.6263403673750423,4230,7.755367913148372,4.6191392161577305,0.0030732860520094564,430.9274231678487,3.6263403673750423
GRB,4846,7.2664829340682635,16.21360457724094,0.026207181180354932,277.6256706562113,3.6853834098014873,4844,5.491935483870968,4.2492060131272495,0.0016515276630883566,277.5499587118084,3.6852041344710145
GRI,1001,14.721261444557477,14.156122448979591,0.02097902097902098,644.3986013986014,3.000434077479319,1001,8.588355464759958,5.3404689092762485,0.001998001998001998,644.3986013986014,3.000434077479319
GRK,2999,8.38353825136612,16.630122950819672,0.023674558186062022,147.71157052350785,3.476976465759527,2998,4.247436773752563,4.098192976474599,0.00266844563042028,147.71614409606406,3.4768316285122607
GRR,17340,9.796161092793216,15.795060276389297,0.019319492502883506,503.4900807381776,4.239049093140191,17338,5.4362190812720845,5.799388882359854,0.0010958588072442035,513.2398200484485,4.238998998615434
GSO,12974,10.614876164689019,18.613786515959564,0.03175581933096963,377.84831200863266,4.1130738935942075,12982,8.204172638955248,6.128553279339368,0.0020798028038822984,377.8713603450932,4.113341604795105
GSP,13624,10.314896810506566,15.775594389859746,0.02135936582501468,367.36127422196125,4.134304634954544,13624,7.172434501914271,4.085170190433348,0.0009541984732824427,366.72812683499706,4.134304634954544
GST,84,-4.573170731707317,9.378048780487806,0.023809523809523808,41.0,1.9242792860618816,84,-2.926829268292683,5.719512195121951,0.0,41.0,1.9242792860618816
GTF,1856,5.64972972972973,13.83027027027027,0.003232758620689655,647.0862068965517,3.268577971882843,1856,-2.5124728850325377,4.2201189832341806,0.0026939655172413795,647.6745689655172,3.268577971882843
GTR,1021,5.498519249753208,19.084729064039408,0.005876591576885406,241.0,3.0090257420869104,1021,5.135323383084577,3.691625615763547,0.004897159647404506,241.0,3.0090257420869104
GUC,230,9.584070796460177,13.716814159292035,0.017391304347826087,758.4869565217391,2.361727836017593,230,5.36,3.8008849557522124,0.017391304347826087,758.4869565217391,2.361727836017593
GUM,623,5.920454545454546,14.284090909090908,0.011235955056179775,2286.22632423756,2.7944880466591697,623,4.039087947882736,3.5651465798045603,0.0,2286.22632423756,2.7944880466591697
HDN,930,12.675854465270122,19.396247240618102,0.025806451612903226,870.7172043010753,2.9684829485539352,930,3.885682574916759,5.4769736842105265,0.021505376344086023,870.7172043010753,2.9684829485539352
HGR,138,26.76086956521739,8.318840579710145,0.0,795.2608695652174,2.1398790864012365,138,10.145985401459853,5.5,0.007246376811594203,795.2608695652174,2.1398790864012365
HHH,535,2.6871287128712873,19.2019801980198,0.056074766355140186,207.0,2.7283537820212285,536,6.9800399201596806,7.241106719367589,0.013059701492537313,207.0,2.72916478969277
HIB,625,3.5925324675324677,17.59090909090909,0.0144,174.0,2.7958800173440754,625,-8.715909090909092,3.641815235008104,0.0016,174.0,2.7958800173440754
HLN,1811,1.164360819037078,19.14784053156146,0.0027609055770292656,555.8221976808393,3.2579184503140586,1810,-0.20221606648199447,3.6515235457063713,0.0,555.8011049723757,3.2576785748691846
HNL,49241,1.706459559048065,15.823821643082562,0.0027213094778741295,1255.2502792388457,4.692326864122641,49233,-0.41008955345668185,7.367524502312692,0.0012593179371559726,1254.5595433956898,4.692256300199923
