ORIGIN,total_departure,average_departure_delay,average_departure_taxi,average_departure_cancelled,averge_departure_distance,total_departure_lg10,total_arrival,average_arrival_delay,average_arrival_taxi,average_arrival_diverted,averge_arrival_distance,total_arrival_lg10
BFL,3412,1.1473808819177271,10.65383476458395,0.010257913247362251,329.59202813599063,3.5330090224954853,3411,2.0646971935007388,4.384184125110652,0.001465845793022574,329.6566989152741,3.5328817194073974
BGM,678,-0.9528158295281582,14.039755351681958,0.035398230088495575,378.0,2.8312296938670634,677,2.08675799086758,4.58030303030303,0.004431314623338257,378.0,2.8305886686851442
BGR,2640,9.702185792349727,19.623828125,0.030303030303030304,446.2113636363636,3.4216039268698313,2639,8.083592534992224,5.496506211180124,0.0037893141341417205,446.09208033345965,3.4214393902200495
BHM,21200,8.442259973277343,13.20602415389756,0.011886792452830188,488.1097641509434,4.326335860928752,21202,5.925389542108785,3.690426242013922,0.003160079237807754,487.4498632204509,4.326376830173809
BIL,3858,2.102302459445317,12.178749018581524,0.009590461378952825,482.8071539657854,3.586362223307866,3855,3.635482180293501,4.160648874934589,0.0020752269779507134,483.22256809338523,3.586024382386976
BIS,2806,1.5818115412710008,11.12106803218727,0.02565930149679259,488.21097647897363,3.448087666692341,2807,-0.1848462664714495,3.9241152863918276,0.004275026718916993,488.17456359102243,3.448242412634439
BJI,54,0.35185185185185186,11.185185185185185,0.0,199.0,1.7323937598229686,55,-5.763636363636364,5.490909090909091,0.0,199.0,1.7403626894942439
BKG,442,13.54109589041096,13.11187214611872,0.00904977375565611,535.6289592760181,2.645422269349092,442,7.036613272311213,4.990888382687927,0.004524886877828055,535.6289592760181,2.645422269349092
BLI,100,8.26,11.13,0.0,954.0,2.0,100,10.54,5.91,0.0,954.0,2.0
BMI,4822,6.767580199702571,12.416418545299873,0.02488593944421402,447.9842389050187,3.683227206041435,4824,6.525121899512402,4.046166878441339,0.001451077943615257,447.974087893864,3.683407299132095
BNA,54114,7.801149832938234,11.822758337379094,0.010440921018590383,644.4291680526296,4.733309637309437,54104,3.920040353466475,6.04193169312268,0.0016449800384444773,643.927158805264,4.733229374417286
BOI,13578,3.725696502667457,10.691196087149844,0.00648107232287524,520.3978494623656,4.132835804338372,13577,2.3909400948991695,3.66859216470414,0.0019886572880606908,520.3584738896664,4.1328038180019995
BOS,110460,6.845266939593951,19.544128305673773,0.025873619409741082,851.5427847184501,5.043205038887658,110463,5.797931797680712,7.032124111663338,0.0011497062364773725,856.8245294804595,5.0432168337976115
BQK,956,7.191096634093377,11.647122692725299,0.036610878661087864,238.0,2.9804578922761,957,8.33982683982684,3.132686084142395,0.0041797283176593526,238.0,2.9809119377768436
BQN,1498,2.7050938337801607,11.564050972501677,0.004672897196261682,1437.19826435247,3.1755118133634475,1495,4.89300134589502,4.683927370544721,0.0006688963210702341,1436.9076923076923,3.1746411926604483
BRO,2241,3.161203412662775,10.949662921348315,0.0071396697902722,354.9745649263722,3.350441856535061,2243,4.547877145438121,4.47029702970297,0.00490414623272403,355.01025412394114,3.350829273582968
BRW,772,11.925729442970823,5.152519893899204,0.023316062176165803,621.1891191709844,2.887617300335736,772,7.061333333333334,3.977333333333333,0.009067357512953367,343.8173575129534,2.887617300335736
BTM,689,-2.2492625368731565,10.915929203539823,0.015965166908563134,357.0,2.8382192219076257,689,-0.8363095238095238,4.183161004431315,0.013062409288824383,357.0,2.8382192219076257
BTR,8669,8.457035382626072,12.022237910342394,0.01984081208905295,358.51459222517013,3.9379690029514527,8669,6.991185803267129,4.084916725310814,0.0025377782904602605,358.48436959280195,3.9379690029514527
BTV,6028,6.982046070460704,17.057477110885046,0.022063702720637027,460.7700729927007,3.780173243642594,6021,4.24881596752368,4.56402027027027,0.0016608536787908986,456.3481149310746,3.779668627207148
BUF,24701,7.344823341130124,13.689311222395535,0.01372414072304765,565.3837091615724,4.392714535676295,24698,4.8922881077529565,4.402426527851785,0.0020244554214916186,566.3275973763058,4.392661786290789
BUR,28034,4.619569542412733,11.13120092629446,0.014197046443604195,493.5155168723693,4.447685069004955,28034,1.9546770923834347,2.8110580747812253,0.0016408646643361632,493.7010059213812,4.447685069004955
BWI,100923,9.40375685520996,13.283190181592488,0.010245434638288597,701.5968807903055,5.003990151715543,100928,3.5869539078156314,5.613675932040583,0.0017041851616994292,701.4181693880786,5.00401166731279
BZN,3939,1.8064102564102564,13.822729604925604,0.010662604722010662,550.6930693069307,3.5953859808091417,3939,1.8953996401953226,4.629383158433581,0.006092916984006093,548.6095455699416,3.5953859808091417
CAE,10010,8.533142973689579,14.308940600122474,0.021378621378621378,485.64825174825177,4.000434077479318,10012,8.794496726677577,4.0042865890998165,0.002696763883339992,476.24650419496606,4.000520840936185
CAK,8845,6.607663186876219,13.636655948553054,0.015715093273035614,540.8888637648389,3.946697837245742,8843,8.50700183654729,4.49386960009167,0.002035508311658939,540.7514418183874,3.9465996250151325
CDC,627,-2.9887459807073955,11.42604501607717,0.007974481658692184,221.0,2.7972675408307164,626,-0.5266558966074314,3.0853462157809983,0.003194888178913738,221.0,2.7965743332104296
CDV,722,11.044817927170868,9.156862745098039,0.0110803324099723,191.1343490304709,2.858537197569639,726,12.271328671328671,3.441958041958042,0.005509641873278237,186.20798898071627,2.8609366207000937
CEC,1031,17.47887323943662,12.177240684793555,0.03685741998060136,222.69641125121242,3.0132586652835167,1033,7.195959595959596,3.4106962663975784,0.01452081316553727,222.13359148112295,3.0141003215196207
CHA,4719,8.558937823834198,14.788552915766738,0.018859927950837043,243.27315109133292,3.6738499773429494,4717,6.273021350010783,3.729094827586207,0.0006359974560101759,243.2126351494594,3.673665876245702
CHO,1307,9.063041765169425,13.45820189274448,0.029839326702371844,437.03060443764343,3.116275587580544,1307,5.772332015810277,3.6456195737963695,0.00306044376434583,437.03060443764343,3.116275587580544
CHS,12941,8.485779744035392,16.124723363895036,0.02256394405378255,524.4334286376633,4.111967837206072,12941,6.089708092714184,6.5165929203539825,0.0013909280581098833,525.7276871957345,4.111967837206072
CIC,1391,10.871015567086731,9.785608308605342,0.03163191948238677,152.92882818116462,3.143327129992046,1390,10.997039230199851,3.236121391561806,0.0,153.0,3.143014800254095
CID,9049,4.7930680652149125,11.15730593607306,0.0322687589788927,417.14322024533095,3.9566005882131767,9047,3.4448370184636428,5.098658786087747,0.0027633469658450314,411.9427434508677,3.9565045903166975
CLD,2182,-1.7666975881261595,8.681818181818182,0.011915673693858845,86.0,3.338854746252323,2182,-3.5403525046382187,3.660333642261353,0.0009165902841429881,86.0,3.338854746252323
CLE,55997,4.331456314184129,13.904687105044596,0.011036305516366949,603.1994392556744,4.748164760607171,55996,1.454116669076189,5.799335991772072,0.0016429744981784414,599.8360597185513,4.748157004863832
CLL,1076,7.354589371980676,7.86183574879227,0.03810408921933085,164.0,3.0318122713303706,1077,4.978805394990366,3.878729547641963,0.0018570102135561746,164.0,3.0322157032979815
CLT,116650,7.2201522227988235,21.120153361489994,0.009678525503643377,637.6085726532361,5.066884743129771,116640,3.6263088437027906,6.7355394834972335,0.0013717421124828531,637.2156464334705,5.0668475109739
CMH,30491,6.236876225938362,12.840118406173087,0.014168115181528976,564.7408087632416,4.484171667965255,30488,4.075217709233531,4.693515720973472,0.0012463920230910523,561.4384347940173,4.484128935764111
CMI,2263,3.026978417266187,12.004048582995951,0.018117543084401236,226.1939902783915,3.3546845539547285,2263,7.024797114517583,3.89869428185502,0.0013256738842244808,226.1939902783915,3.3546845539547285
CMX,359,7.191616766467066,15.06906906906907,0.07242339832869081,277.0,2.5550944485783194,357,-2.2042682926829267,7.3104477611940295,0.022408963585434174,277.0,2.552668216112193
COD,1048,-2.3115234375,12.514173998044965,0.02480916030534351,330.30152671755724,3.0203612826477078,1048,1.1660117878192535,3.638671875,0.011450381679389313,330.30152671755724,3.0203612826477078
COS,13204,5.487574781408192,15.163763333589134,0.013329294153286883,529.7698424719782,4.120705515658274,13205,5.56093258685482,6.309682357443552,0.002347595607724347,530.5697084437713,4.120738405542943
CPR,2282,0.7102222222222222,11.249444197421075,0.014899211218229623,274.3558282208589,3.358315640082196,2281,-0.04396092362344583,3.3377659574468086,0.0021920210434020165,274.42788250767205,3.3581252852766488
CRP,6330,3.788335202691876,10.132831277038935,0.014218009478672985,254.02590837282781,3.801403710017355,6331,4.2011263073209975,4.091507465082678,0.00236929395040278,254.01753277523298,3.801472313521471
CRW,3554,8.3958876339415,13.251375615406893,0.028418683173888577,439.7608328643782,3.550717423469283,3555,5.727666955767563,3.2853433352567802,0.005063291139240506,439.5620253164557,3.550839605065785
CSG,1394,8.73960612691466,12.62846715328467,0.01721664275466284,83.0,3.144262773761991,1394,9.50509461426492,2.981077147016012,0.0,83.0,3.144262773761991
CVG,57664,7.573391905719629,17.08526639127211,0.017862097669256383,631.5949639289678,4.76090476496295,57685,1.6432613670634568,5.813553918095508,0.0016122042125335876,632.1210713357025,4.7610628969661875
CWA,2898,3.5744605588963565,10.968484419263456,0.025879917184265012,241.93374741200827,3.462098381135156,2900,3.2205726405090136,3.8380952380952382,0.002413793103448276,241.9006896551724,3.462397997898956
DAB,2146,12.862929816297692,14.99717247879359,0.011183597390493943,366.5358807082945,3.3316297176299323,2149,12.585687382297552,3.191729323308271,0.002791996277338297,366.5351326198232,3.3322364154914434
DAL,48207,8.611926489759872,9.575733361371045,0.013566494492501089,338.5082456904599,4.683110105472114,48209,1.9991978045176273,3.701585026557626,0.002219502582505341,338.21292704681696,4.683128122999577
DAY,14374,6.774275618374558,14.04151050137897,0.01641853346319744,470.45032697926814,4.157577640520729,14369,6.430177472954819,5.44209857364779,0.0016702623703806806,469.78718073630733,4.15742654478045
DBQ,1035,4.6720321931589535,11.403826787512589,0.04057971014492753,147.0,3.0149403497929366,1035,1.4265593561368208,3.5095477386934673,0.000966183574879227,147.0,3.0149403497929366
DCA,79819,4.976301859708035,17.90825193494975,0.024041894786955488,639.0805196757664,4.902106282490821,79822,3.089383966678665,5.252338127188987,0.002856355390744406,638.7067099295933,4.902122605157879
DEN,235675,9.030288098992253,15.68883745848066,0.01053993847459425,800.2742463137796,5.3723135157534605,235700,2.7389882719395615,8.213958898465131,0.0024098430207891387,796.4148578701739,5.372359582524323
DFW,264396,11.182317655393335,15.674175874982662,0.01857062890512716,789.5246108110562,5.422254880499426,264398,4.636048856145793,9.803230798322085,0.004818493332022179,789.2939772615526,5.422258165668939
DHN,1386,11.892883895131087,14.654681647940075,0.0367965367965368,171.0,3.141763230275788,1385,9.779533483822423,3.0749625187406298,0.004332129963898917,171.0,3.1414497734004674
DLG,77,15.064935064935066,6.025974025974026,0.0,329.0,1.8864907251724818,77,-5.064935064935065,3.6103896103896105,0.0,329.0,1.8864907251724818
DLH,1950,1.070415133998949,13.486315789473684,0.02564102564102564,291.9041025641026,3.290034611362518,1952,1.4603674540682414,5.551127425275301,0.0010245901639344263,291.8821721311475,3.290479813330673
DRO,3330,4.62614819350888,11.678527607361962,0.02132132132132132,274.84384384384384,3.5224442335063197,3333,4.147455548743102,4.663099969428309,0.0033003300330033004,275.01470147014703,3.52283531366053
DSM,15125,5.320656226696495,12.396701506719152,0.02618181818181818,536.7059834710744,4.179695383324506,15122,4.686414223669924,4.438849407783418,0.003372569765903981,531.2173654278535,4.1796092337262
DTW,152081,6.774581655866767,20.993110360345412,0.009784259703710522,573.8563857418086,5.182074959545538,152075,2.619279792435086,10.831939994271211,0.001348019069538057,575.1417195462765,5.182057825134961
EGE,2188,9.596499526963104,16.680568720379146,0.0356489945155393,652.9771480804387,3.340047317661393,2189,6.410722833891814,4.232447817836812,0.011420740063956145,652.1891274554591,3.3402457615679317
EKO,1416,-2.7451682176091623,12.412312097351467,0.013418079096045197,200.0,3.15106325335375,1416,-0.30272596843615496,4.384120171673819,0.0035310734463276836,200.0,3.15106325335375
ELM,1314,2.3639167309175018,14.063222821896685,0.01293759512937595,331.0,3.118595365223762,1313,2.5476374903175834,4.906707787201234,0.006854531607006854,331.0,3.118264726089479
ELP,20762,4.868282045069058,10.391040868764241,0.006550428667758405,584.0747037857625,4.31726918670662,20767,3.169179310679141,3.902072839984502,0.0012038330042856455,584.7605335387875,4.317373762902532
ERI,1202,2.513651877133106,15.309726962457338,0.024958402662229616,163.0,3.079904467666721,1202,4.236954662104362,5.41773231031543,0.004159733777038269,163.0,3.079904467666721
EUG,5060,4.744910179640718,11.048151848151848,0.011264822134387351,460.35395256916996,3.7041505168397992,5059,1.7891061452513966,3.6056983462841203,0.002174342755485274,460.28128088555053,3.7040646794085674
EVV,4761,3.0555077452667816,10.877643504531722,0.026675068262969965,330.83889939088425,3.6776981814745104,4761,1.9143717728055079,4.207903780068729,0.002520478890989288,330.8767065742491,3.6776981814745104
EWN,978,8.386458333333334,9.333333333333334,0.018404907975460124,433.0,2.9903388547876015,979,7.551616266944734,2.679460580912863,0.006128702757916241,433.0,2.9907826918031377
EWR,118602,14.279787776404815,26.39158094908808,0.024611726615065513,1001.8072460835399,5.074092012650842,118602,17.17324626152804,9.17145081081081,0.004089307094315441,1008.0777811504022,5.074092012650842
EYW,1100,17.31313131313131,9.545454545454545,0.01,642.9072727272727,3.041392685158225,1099,15.371771217712178,2.984375,0.007279344858962694,642.9044585987261,3.0409976924234905
FAI,4235,3.0628764153216093,12.778072289156626,0.020543093270366,702.7310507674144,3.6268534146667255,4233,1.3560057887120116,3.3880202068799616,0.005197259626742263,692.5667375383888,3.6266482684740105
FAR,4319,3.0056338028169014,14.310206961429916,0.015975920351933317,482.9694373697615,3.6353832040474985,4318,3.5485687470671046,4.699179366940211,0.0006947660954145438,483.10282538212135,3.635282637998212
FAT,12319,5.701805998202174,10.963544221023378,0.007143436967286305,382.21024433801443,4.090575455222202,12317,2.0557733137350973,4.378049775601795,0.0007306974100836243,382.4548185434765,4.090504941424044
FAY,3063,12.565626049009735,12.447916666666666,0.02840352595494613,315.2144955925563,3.4861469968065726,3062,11.766164154103853,4.309953239812959,0.003919007184846506,315.2093403004572,3.486005186362242
FCA,2161,0.632510479739171,13.534265734265734,0.007403979639055993,647.333641832485,3.3346547668832414,2161,1.9990671641791045,4.021870637505817,0.0041647385469689956,647.0559925960204,3.3346547668832414
FLG,1638,1.2091708542713568,16.249685534591194,0.029304029304029304,119.0,3.2143138974244,1640,0.2890282131661442,6.269881026925486,0.0012195121951219512,119.0,3.214843848047698
FLL,62267,9.786965232002068,16.730000484738806,0.006166990540735863,927.0040631474136,4.794257942085116,62272,5.2029987532181545,5.084203212358207,0.0021036742034943475,926.791961073998,4.794292814252239
FLO,722,6.361971830985915,12.244350282485875,0.019390581717451522,273.0,2.858537197569639,722,10.62200282087447,4.384507042253521,0.0013850415512465374,273.0,2.858537197569639
FNT,7906,5.681393264182354,12.009606763161266,0.012775107513281052,450.7490513534025,3.897956810006952,7909,7.442027130790888,4.329372684297943,0.002149449993678088,448.4924769250221,3.898121575541108
FSD,5203,4.569498825371966,14.352802822422579,0.01979627138189506,428.8147222756102,3.7162538258960365,5204,4.047675103001766,5.077088632361573,0.002690238278247502,428.9175634127594,3.7163372878895484
FSM,2417,3.58372591006424,9.232847341337907,0.03516756309474555,254.07902358295408,3.3832766504076504,2416,4.5879073756432245,3.9717586649550705,0.0028973509933774835,254.08112582781456,3.3830969299490943
FWA,5292,6.048237117396358,12.965503875968992,0.024943310657596373,308.06632653061223,3.7236198355154633,5293,4.96792270531401,4.435679845708775,0.0024560740600793503,308.10561118458344,3.723701893991268
GCC,1430,0.8273852876911871,13.446064139941692,0.04125874125874126,324.9489510489511,3.155336037465062,1437,1.276611151339609,4.1741329479768785,0.006263048016701462,324.6360473208072,3.157456768134226
GEG,12584,3.2186974285027636,12.069087120301354,0.008582326764144946,547.9730610298792,4.0998187096152305,12588,1.7611988140075328,4.57146284891626,0.002621544327931363,547.0808706704798,4.099956734241183
GFK,1131,1.360759493670886,12.120580235720762,0.02475685234305924,284.0,3.053462604925455,1129,1.2740471869328494,4.14027149321267,0.0044286979627989375,284.0,3.052693941924968
GGG,727,4.840974212034384,8.180515759312321,0.039889958734525444,140.0,2.8615344108590377,728,8.648997134670488,4.673352435530086,0.0,140.0,2.862131379313037
GJT,5431,3.768253968253968,11.811542771759433,0.014361995949180629,343.334929110661,3.7348798027926273,5424,2.1995524058187246,3.6617619668467127,0.0012905604719764012,343.53078908554573,3.734319680859007
GNV,2416,12.541736930860035,13.541807432432432,0.019867549668874173,300.0,3.3830969299490943,2416,10.584913611462284,3.1480235492010094,0.0024834437086092716,300.0,3.3830969299490943
GPT,6588,5.302820157189089,12.18739405147172,0.015027322404371584,383.4338190649666,3.8187535904977166,6588,5.176407093292212,4.426022762227007,0.0036429872495446266,383.4344262295082,3.8187535904977166
GRB,6262,4.314826910516002,11.366666666666667,0.022676461194506548,203.03002235707442,3.7967130632808965,6262,3.3600718836791374,4.041415294309473,0.0023954008304056212,202.35180453529225,3.7967130632808965
GRK,1938,9.122611464968152,9.076473712161444,0.028379772961816305,379.09287925696594,3.2873537727147464,1940,9.70005299417064,3.9069275515600213,0.004123711340206186,379.2092783505155,3.287801729930226
GRR,13973,5.014231774615161,14.160209347968307,0.015529950619051026,362.13468832748873,4.145289659054146,13970,4.7988359403419425,4.277273717064673,0.0025769506084466712,369.20823192555474,4.145196406114182
GSO,10085,9.928911875063381,16.03987014304555,0.02270699058006941,518.8588993554785,4.0036759025487845,10084,8.196162046908315,4.391119221411192,0.0019833399444664813,518.9502181673939,4.0036328370044085
GSP,10168,7.172204827795172,15.265473300970873,0.027734067663257277,471.2561959087333,4.007235537545951,10169,5.622388210356314,3.61004327261749,0.003146818762906874,471.3996459828892,4.007278247334244
GST,70,-0.10294117647058823,9.647058823529411,0.02857142857142857,41.0,1.845098040014257,70,0.9117647058823529,4.352941176470588,0.0,41.0,1.845098040014257
GTF,1823,-0.560488346281909,10.97609783212896,0.01426220515633571,533.3878222709819,3.2607866686549762,1824,0.975609756097561,4.3003318584070795,0.0043859649122807015,533.1321271929825,3.2610248339923973
GTR,771,11.16358839050132,12.792602377807134,0.018158236057068743,241.0,2.8870543780509568,770,8.863936591809775,3.3989431968295905,0.0,241.0,2.886490725172482
GUC,1200,7.255593803786575,11.883720930232558,0.0325,237.95583333333335,3.0791812460476247,1200,3.566983578219533,3.0318690783807063,0.006666666666666667,237.95583333333335,3.0791812460476247
HDN,1726,7.84319526627219,16.600591715976332,0.02085747392815759,442.6517960602549,3.237040791379191,1725,6.264128494943486,4.25044404973357,0.007536231884057971,442.13159420289855,3.2367890994092927
HLN,1999,-0.22239031770045387,11.912626262626263,0.010005002501250625,515.632316158079,3.300812794118117,1996,-1.5774861181221604,3.425907258064516,0.001503006012024048,515.8652304609218,3.3001605369513523
HNL,56465,2.4115566456933633,13.011361009867544,0.004055609669706898,937.3840609226954,4.7517793324765805,56468,4.348103294746216,5.9236159277241285,0.0014344407452008218,937.3453106184033,4.751802406041366
HOU,52832,10.43624548181189,8.9533506393616,0.015729103573591762,583.5385183222289,4.7228970515827,52832,2.09173550528835,5.170602159228682,0.004145215021199273,583.3314279224712,4.7228970515827
HPN,10657,7.464142283419392,15.054620241056055,0.01904851271464765,878.1684338932157,4.027634965777544,10661,5.006544124723319,5.677690690116613,0.009192383453709783,878.053841103086,4.0277979433503
HRL,4872,3.842314118629908,7.932330827067669,0.017241379310344827,275.0942118226601,3.687707279624819,4874,3.405581200167856,2.8280628272251307,0.002667213787443578,275.19060320065654,3.6878855248487055
HSV,10774,6.004921911973497,15.430425310220707,0.02032671245591238,411.1899016149991,4.032376971209936,10780,6.344514787867334,5.417538896746818,0.0020408163265306124,411.22189239332096,4.03261876085072
HTS,222,1.5069767441860464,11.316279069767441,0.03153153153153153,123.0,2.346352974450639,219,5.976415094339623,4.504716981132075,0.0,123.0,2.3404441148401185
IAD,66361,8.931223427931178,18.60979620692835,0.019770648423019545,932.8737662181101,4.821912921825043,66413,2.4116750800295494,7.102369100294985,0.0018219324529836025,909.7162302561245,4.822253098579733
IAH,182097,6.328367525049989,17.888704107848284,0.006243924941102819,821.0757123950422,5.260302790966924,182088,2.3647418606458204,8.207530478533712,0.003844295066121875,820.6380870787751,5.260281325775673
ICT,13266,5.217806531115219,12.381521152808816,0.02193577566711895,580.1582994120307,4.122739992962358,13263,5.387946979038224,5.184906240393483,0.003091306642539395,580.1115886300233,4.122641769625536
IDA,2925,0.051885160843998614,12.732525951557093,0.011965811965811967,298.23760683760685,3.466125870418199,2924,2.7391003460207615,4.078092605390463,0.0027359781121751026,298.0184678522572,3.465977368285823
ILM,3481,10.9399416909621,12.444314868804664,0.01465096236713588,320.51967825337545,3.5417040232842885,3484,9.500291545189505,4.080034924330617,0.0028702640642939152,320.4029850746269,3.5420781463356255
IND,38201,6.863323083448202,14.051990768985915,0.013350435852464594,626.6744326064762,4.582074731728397,38198,1.626726152538772,5.865728222257569,0.0018325566783601237,633.7026545892455,4.582040624385464
IPL,689,-2.5189504373177845,10.206997084548105,0.0043541364296081275,160.11320754716982,2.8382192219076257,690,-4.617518248175182,3.4291970802919707,0.0,159.96521739130435,2.838849090737255
ISP,8869,6.942281420765028,8.579804189435338,0.009583944074867515,841.6680572781598,3.947874654897698,8868,2.7832095945174187,4.275241889584519,0.004285069914298602,842.4121560667569,3.9478256844424506
ITH,404,7.4267015706806285,20.13350785340314,0.054455445544554455,353.0,2.606381365110605,404,7.7441253263707575,8.4031007751938,0.012376237623762377,353.0,2.606381365110605
ITO,8301,-0.8661588683351469,8.221134082940393,0.0037344898205035537,206.28598963980244,3.9191304138606142,8301,1.909101897739635,5.175767093500846,0.0006023370678231539,211.81592579207324,3.9191304138606142
IYK,946,-4.7820927723840345,10.008639308855292,0.021141649048625793,123.0,2.975891136401793,947,-4.964554242749731,4.032223415682062,0.0,123.0,2.9763499790032735
JAC,3691,4.106866002214839,15.917382866648184,0.022758060146301815,503.590625846654,3.5671440451956573,3688,6.118795315114333,3.5083240843507215,0.008134490238611713,524.4598698481561,3.5667909123815917
JAN,12530,8.062753036437247,10.987516212710766,0.01556264964086193,430.47079010375097,4.09795107099415,12528,6.557508504778876,4.245429542145284,0.0015964240102171138,430.09003831417624,4.0978817447138685
JAX,28810,7.205526951770516,13.677880571909167,0.009580006942034015,578.3276640055536,4.459543258280413,28813,5.040308447248511,5.190744368266405,0.0021865130323118036,580.929510984625,4.459588479232008
JFK,119574,10.055949431963782,32.167065581618,0.021735494338234063,1091.3993593925102,5.077636757544855,119571,8.077175965665235,10.614371421480106,0.003111122262086961,1094.9156902593438,5.077625861365167
JNU,4250,11.79618138424821,14.611509073543457,0.014588235294117647,452.3305882352941,3.6283889300503116,4251,4.047733269369154,3.7776448061273338,0.008939073159256645,482.5579863561515,3.628491104967123
KOA,12791,0.08094076929127665,9.53285073569911,0.006410757563912126,704.5725119224454,4.106904498935643,12791,1.961305544632324,4.329797265440829,0.001094519584082558,641.8986787585021,4.106904498935643
