ABBR_x,length_ft,width_ft
ORD,4273.851851851852,107.70370370370371
ORF,4131.25,101.66666666666667
OTH,2834.4,106.0
OTZ,4850.0,120.0
OXR,2026.0,75.0
PBI,2508.684210526316,82.42105263157895
PDX,2506.15625,80.46875
PFN,2917.9285714285716,112.57142857142857
PHF,2455.5,84.0
PHL,1633.3684210526317,74.94736842105263
PHX,1872.0243902439024,90.39024390243902
PIA,2925.285714285714,91.35714285714286
PIH,5416.666666666667,96.66666666666667
PIR,4237.4,98.0
PIT,2375.9565217391305,82.69565217391305
PLN,5953.5,150.0
PNS,4392.714285714285,154.42857142857142
PSC,3356.8888888888887,84.44444444444444
PSG,3029.875,157.8125
PSP,5583.166666666667,99.16666666666667
PVD,2691.8571428571427,85.85714285714286
PWM,2506.15625,80.46875
RAP,5107.833333333333,124.66666666666667
RDD,3304.375,568.625
RHI,3952.3333333333335,108.33333333333333
RIC,2081.9714285714285,88.14285714285714
RKS,4818.25,78.75
RNO,4942.7,109.6
ROC,3024.181818181818,118.5
ROW,4435.125,97.625
RST,3024.181818181818,118.5
RSW,2559.85,131.75
SAF,3145.875,102.25
SAN,3802.157894736842,127.6842105263158
SAT,2104.0227272727275,281.0681818181818
SAV,3422.846153846154,85.76923076923077
SBA,2608.75,73.375
SBN,2385.4,90.6
SBP,4300.0,125.0
SCC,3653.75,100.625
SDF,2428.0,90.88
SEA,3477.2,205.0
SFO,4348.222222222223,136.0
SGF,2284.185185185185,92.07407407407408
SHV,2190.4545454545455,88.54545454545455
SIT,4333.333333333333,416.6666666666667
SJC,4152.125,96.125
SJT,3377.75,87.875
SLC,2265.95,82.3
SMF,3988.8823529411766,102.05882352941177
SMX,3491.0,75.75
SNA,4423.363636363636,130.9090909090909
SPI,2284.185185185185,92.07407407407408
SPS,5544.3,109.2
SRQ,1174.5,63.625
STL,2308.3076923076924,93.61538461538461
SUN,4234.0,100.0
SUX,3152.4,92.0
SWF,4480.666666666667,248.33333333333334
SYR,3663.090909090909,299.8181818181818
TEX,3097.0,52.0
TLH,3566.0,110.8
TOL,2170.235294117647,98.70588235294117
TPA,3164.2631578947367,107.73684210526316
TRI,1153.25,63.25
TUL,2429.4117647058824,81.94117647058823
TUS,3741.25,83.14285714285714
TVC,3540.0,104.16666666666667
TWF,2501.4,67.0
TXK,2875.1666666666665,103.16666666666667
TYR,2228.181818181818,118.18181818181819
TYS,2415.5714285714284,83.28571428571429
VLD,4859.555555555556,109.44444444444444
VPS,4987.9,125.0
WRG,7499.5,255.0
WYS,10203.0,1575.0
XNA,2071.0,62.5
YAK,3647.777777777778,262.44444444444446
YUM,5203.666666666667,98.33333333333333
